ts,batch_size,avg_queue_ms,max_queue_ms,fill_pct,event
2026-03-17T15:45:27.933177300+00:00,64,7301.227,7301.227,36.9,not_in_window
2026-03-17T15:45:27.982111+00:00,64,7350.157,7350.157,37.5,not_in_window
2026-03-17T15:45:28.036546700+00:00,64,7404.558,7404.558,37.7,not_in_window
2026-03-17T15:45:28.091074600+00:00,64,7459.086,7459.086,38.1,not_in_window
2026-03-17T15:45:28.139120400+00:00,64,7507.147,7507.147,38.3,not_in_window
2026-03-17T15:45:28.186649900+00:00,64,7554.688,7554.688,38.9,not_in_window
2026-03-17T15:45:28.233837600+00:00,64,7601.871,7601.871,39.1,not_in_window
2026-03-17T15:45:28.282100500+00:00,64,7650.151,7650.151,39.5,not_in_window
2026-03-17T15:45:28.332132700+00:00,64,7700.153,7700.153,39.6,not_in_window
2026-03-17T15:45:28.391785+00:00,64,7759.777,7759.777,40.2,not_in_window
2026-03-17T15:45:28.439052600+00:00,64,7807.108,7807.108,40.4,not_in_window
2026-03-17T15:45:28.485358700+00:00,64,7853.406,7853.406,40.8,not_in_window
2026-03-17T15:45:28.532117300+00:00,64,7900.166,7900.166,41.0,not_in_window
2026-03-17T15:45:28.582105100+00:00,64,7950.156,7950.156,41.6,not_in_window
2026-03-17T15:45:28.642383500+00:00,64,8010.287,8010.287,41.8,not_in_window
2026-03-17T15:45:28.689737400+00:00,64,8057.773,8057.773,42.2,not_in_window
2026-03-17T15:45:28.737818200+00:00,64,8105.869,8105.869,42.4,not_in_window
2026-03-17T15:45:28.784798+00:00,64,8152.797,8152.797,43.0,not_in_window
2026-03-17T15:45:28.832098700+00:00,64,8200.151,8200.151,43.2,not_in_window
2026-03-17T15:45:28.892226600+00:00,64,8260.279,8260.279,43.6,not_in_window
2026-03-17T15:45:28.940157300+00:00,64,8308.175,8308.175,43.8,not_in_window
2026-03-17T15:45:28.986051+00:00,64,8354.099,8354.099,44.3,not_in_window
2026-03-17T15:45:29.032668700+00:00,64,8400.685,8400.685,44.5,not_in_window
2026-03-17T15:45:29.082097500+00:00,64,8450.151,8450.151,44.9,not_in_window
2026-03-17T15:45:29.132099100+00:00,64,8500.153,8500.153,45.1,not_in_window
2026-03-17T15:45:29.188297300+00:00,64,8556.316,8556.316,45.7,not_in_window
2026-03-17T15:45:29.235783400+00:00,64,8603.820,8603.820,45.9,not_in_window
2026-03-17T15:45:29.282251100+00:00,64,8650.302,8650.302,46.3,not_in_window
2026-03-17T15:45:29.332117500+00:00,64,8700.170,8700.170,46.5,not_in_window
2026-03-17T15:45:29.382104300+00:00,64,8750.153,8750.153,47.1,not_in_window
2026-03-17T15:45:29.440648200+00:00,64,8808.666,8808.666,47.3,not_in_window
2026-03-17T15:45:29.488231400+00:00,64,8856.225,8856.225,47.7,not_in_window
2026-03-17T15:45:29.535585+00:00,64,8903.578,8903.578,47.9,not_in_window
2026-03-17T15:45:29.582741900+00:00,64,8950.762,8950.762,48.4,not_in_window
2026-03-17T15:45:29.632096600+00:00,64,9000.151,9000.151,48.6,not_in_window
2026-03-17T15:45:29.693458400+00:00,64,9061.491,9061.491,49.0,not_in_window
2026-03-17T15:45:29.740160600+00:00,64,9108.165,9108.165,49.2,not_in_window
2026-03-17T15:45:29.786452900+00:00,64,9154.494,9154.494,49.8,not_in_window
2026-03-17T15:45:29.833289800+00:00,64,9201.325,9201.325,50.0,not_in_window
2026-03-17T15:45:29.882099200+00:00,64,9250.152,9250.152,50.4,not_in_window
2026-03-17T15:45:29.942638300+00:00,64,9310.684,9310.684,50.6,not_in_window
2026-03-17T15:45:29.989815100+00:00,64,9357.843,9357.843,51.2,not_in_window
2026-03-17T15:45:30.036345400+00:00,64,9404.392,9404.392,51.4,not_in_window
2026-03-17T15:45:30.084363600+00:00,64,9452.410,9452.410,51.8,not_in_window
2026-03-17T15:45:30.132092500+00:00,64,9500.147,9500.147,52.0,not_in_window
2026-03-17T15:45:30.194171500+00:00,64,9562.205,9562.205,52.5,not_in_window
