ts,total,critical,important,normal
2026-03-18T15:38:06.597516200+00:00,1,0,0,1
2026-03-18T15:38:06.599957800+00:00,1,0,0,1
2026-03-18T15:38:06.658727+00:00,1,0,1,0
2026-03-18T15:38:06.696161100+00:00,1,0,1,0
2026-03-18T15:38:06.697613800+00:00,1,0,0,1
2026-03-18T15:38:06.755966300+00:00,1,0,1,0
2026-03-18T15:38:06.798823100+00:00,2,0,1,1
2026-03-18T15:38:06.799750800+00:00,1,0,0,1
2026-03-18T15:38:06.855641600+00:00,1,0,1,0
2026-03-18T15:38:06.897105900+00:00,1,0,1,0
2026-03-18T15:38:06.898562500+00:00,1,0,0,1
2026-03-18T15:38:06.954545100+00:00,1,0,1,0
2026-03-18T15:38:06.998383400+00:00,2,0,1,1
2026-03-18T15:38:06.999193100+00:00,1,0,0,1
2026-03-18T15:38:07.057622800+00:00,1,0,1,0
2026-03-18T15:38:07.107065200+00:00,2,0,1,1
2026-03-18T15:38:07.153775300+00:00,1,0,1,0
2026-03-18T15:38:07.198287600+00:00,2,0,1,1
2026-03-18T15:38:07.198869700+00:00,1,0,0,1
2026-03-18T15:38:16.440830900+00:00,64,0,64,0
2026-03-18T15:38:16.442212+00:00,64,0,64,0
2026-03-18T15:38:16.443658300+00:00,64,0,48,16
2026-03-18T15:38:16.445120900+00:00,64,0,0,64
2026-03-18T15:38:16.447092200+00:00,56,0,0,56
2026-03-18T15:38:16.463503600+00:00,1,0,1,0
2026-03-18T15:38:16.506952600+00:00,1,0,0,1
2026-03-18T15:38:16.511589200+00:00,1,0,1,0
2026-03-18T15:38:16.572822800+00:00,1,0,1,0
2026-03-18T15:38:16.606322900+00:00,1,0,0,1
2026-03-18T15:38:16.611899800+00:00,1,0,1,0
2026-03-18T15:38:16.613492600+00:00,1,0,0,1
2026-03-18T15:38:16.672345800+00:00,1,0,1,0
2026-03-18T15:38:16.705669300+00:00,1,0,0,1
2026-03-18T15:38:16.711629+00:00,1,0,1,0
2026-03-18T15:38:16.771761800+00:00,1,0,1,0
2026-03-18T15:38:16.805853200+00:00,1,0,0,1
2026-03-18T15:38:16.811312800+00:00,1,0,1,0
2026-03-18T15:38:16.813444300+00:00,1,0,0,1
2026-03-18T15:38:16.872855+00:00,1,0,1,0
2026-03-18T15:38:16.905482800+00:00,1,0,0,1
2026-03-18T15:38:16.911322200+00:00,1,0,1,0
2026-03-18T15:38:16.973231100+00:00,1,0,1,0
2026-03-18T15:38:17.027302100+00:00,3,0,1,2
2026-03-18T15:38:17.072590900+00:00,1,0,1,0
2026-03-18T15:38:17.105575100+00:00,1,0,0,1
2026-03-18T15:38:17.121751600+00:00,1,0,1,0
2026-03-18T15:38:17.169567400+00:00,1,0,1,0
2026-03-18T15:38:17.205540300+00:00,1,0,0,1
2026-03-18T15:38:17.211302300+00:00,1,0,1,0
2026-03-18T15:38:17.218658500+00:00,1,0,0,1
2026-03-18T15:38:21.455156100+00:00,1,0,1,0
2026-03-18T15:38:21.457690100+00:00,64,0,64,0
2026-03-18T15:38:21.460798500+00:00,64,0,19,45
2026-03-18T15:38:21.462761300+00:00,18,0,0,18
2026-03-18T15:38:21.488346800+00:00,1,0,1,0
2026-03-18T15:38:21.522845600+00:00,1,0,0,1
2026-03-18T15:38:21.536811900+00:00,1,0,1,0
2026-03-18T15:38:21.586083700+00:00,1,0,1,0
2026-03-18T15:38:21.618347800+00:00,2,0,0,2
2026-03-18T15:38:21.634432100+00:00,1,0,1,0
2026-03-18T15:38:21.688260800+00:00,1,0,1,0
2026-03-18T15:38:21.707956200+00:00,1,0,0,1
2026-03-18T15:38:21.734746200+00:00,1,0,1,0
2026-03-18T15:38:21.788101+00:00,1,0,1,0
2026-03-18T15:38:21.807801300+00:00,1,0,0,1
2026-03-18T15:38:21.822353400+00:00,1,0,0,1
2026-03-18T15:38:21.835293400+00:00,1,0,1,0
2026-03-18T15:38:21.883207500+00:00,1,0,1,0
2026-03-18T15:38:21.907806400+00:00,1,0,0,1
2026-03-18T15:38:21.933507300+00:00,1,0,1,0
2026-03-18T15:38:21.988569700+00:00,1,0,1,0
2026-03-18T15:38:22.007801500+00:00,1,0,0,1
2026-03-18T15:38:22.017695+00:00,1,0,0,1
2026-03-18T15:38:22.038462700+00:00,1,0,1,0
2026-03-18T15:38:22.084407+00:00,1,0,1,0
2026-03-18T15:38:22.120804700+00:00,1,0,0,1
2026-03-18T15:38:22.137397400+00:00,1,0,1,0
2026-03-18T15:38:22.187567700+00:00,1,0,1,0
2026-03-18T15:38:22.207593200+00:00,1,0,0,1
2026-03-18T15:38:22.217455300+00:00,1,0,0,1
2026-03-18T15:38:22.233533600+00:00,1,0,1,0
2026-03-18T15:38:26.455760100+00:00,1,0,1,0
2026-03-18T15:38:26.472235+00:00,64,0,64,0
2026-03-18T15:38:26.474164900+00:00,64,0,19,45
2026-03-18T15:38:26.474848400+00:00,18,0,0,18
2026-03-18T15:38:26.487390100+00:00,1,0,1,0
2026-03-18T15:38:26.507647500+00:00,1,0,0,1
2026-03-18T15:38:26.538205200+00:00,1,0,1,0
2026-03-18T15:38:26.588114800+00:00,1,0,1,0
2026-03-18T15:38:26.609589600+00:00,1,0,0,1
2026-03-18T15:38:26.617366800+00:00,1,0,0,1
2026-03-18T15:38:26.635108800+00:00,1,0,1,0
2026-03-18T15:38:26.688303200+00:00,1,0,1,0
2026-03-18T15:38:26.709632800+00:00,1,0,0,1
2026-03-18T15:38:26.733609300+00:00,1,0,1,0
2026-03-18T15:38:26.781603700+00:00,1,0,1,0
2026-03-18T15:38:26.809244100+00:00,1,0,0,1
2026-03-18T15:38:26.819931500+00:00,1,0,0,1
2026-03-18T15:38:26.838914+00:00,1,0,1,0
2026-03-18T15:38:26.887590100+00:00,1,0,1,0
2026-03-18T15:38:26.909344800+00:00,1,0,0,1
2026-03-18T15:38:26.939528900+00:00,1,0,1,0
2026-03-18T15:38:26.989982700+00:00,1,0,1,0
2026-03-18T15:38:27.018856400+00:00,2,0,0,2
2026-03-18T15:38:27.037935600+00:00,1,0,1,0
2026-03-18T15:38:27.083986400+00:00,1,0,1,0
2026-03-18T15:38:27.120368500+00:00,1,0,0,1
2026-03-18T15:38:27.136589600+00:00,1,0,1,0
2026-03-18T15:38:27.184019500+00:00,1,0,1,0
2026-03-18T15:38:27.210269100+00:00,1,0,0,1
2026-03-18T15:38:27.217390100+00:00,1,0,0,1
2026-03-18T15:38:27.231390600+00:00,1,0,1,0
2026-03-18T15:38:31.455940400+00:00,1,0,1,0
2026-03-18T15:38:31.458120300+00:00,64,0,64,0
2026-03-18T15:38:31.460783+00:00,64,0,14,50
2026-03-18T15:38:31.462583800+00:00,11,0,0,11
2026-03-18T15:38:31.469482900+00:00,1,0,0,1
2026-03-18T15:38:31.503468600+00:00,1,0,1,0
2026-03-18T15:38:31.553238200+00:00,1,0,1,0
2026-03-18T15:38:31.571444600+00:00,1,0,0,1
2026-03-18T15:38:31.605249+00:00,1,0,1,0
2026-03-18T15:38:31.637687800+00:00,1,0,0,1
2026-03-18T15:38:31.654445800+00:00,1,0,1,0
2026-03-18T15:38:31.670138700+00:00,1,0,0,1
2026-03-18T15:38:31.703269200+00:00,1,0,1,0
2026-03-18T15:38:31.755069200+00:00,1,0,1,0
2026-03-18T15:38:31.770107200+00:00,1,0,0,1
2026-03-18T15:38:31.803361100+00:00,1,0,1,0
2026-03-18T15:38:31.837824+00:00,1,0,0,1
2026-03-18T15:38:31.854112300+00:00,1,0,1,0
2026-03-18T15:38:31.871485200+00:00,1,0,0,1
2026-03-18T15:38:31.921172200+00:00,1,0,1,0
2026-03-18T15:38:31.955213+00:00,1,0,1,0
2026-03-18T15:38:31.971415900+00:00,1,0,0,1
2026-03-18T15:38:32.004542400+00:00,1,0,1,0
2026-03-18T15:38:32.036342+00:00,1,0,0,1
2026-03-18T15:38:32.053911400+00:00,1,0,1,0
2026-03-18T15:38:32.073335700+00:00,1,0,0,1
2026-03-18T15:38:32.105975500+00:00,1,0,1,0
2026-03-18T15:38:32.153283400+00:00,1,0,1,0
2026-03-18T15:38:32.171011300+00:00,1,0,0,1
2026-03-18T15:38:32.203484200+00:00,1,0,1,0
2026-03-18T15:38:32.236347+00:00,1,0,0,1
2026-03-18T15:38:32.254291+00:00,1,0,1,0
2026-03-18T15:38:36.455626400+00:00,1,0,0,1
2026-03-18T15:38:36.470138800+00:00,64,0,64,0
2026-03-18T15:38:36.472765600+00:00,64,0,20,44
2026-03-18T15:38:36.474840+00:00,19,0,0,19
2026-03-18T15:38:36.507974+00:00,1,0,1,0
2026-03-18T15:38:36.568742100+00:00,1,0,1,0
2026-03-18T15:38:36.569853400+00:00,1,0,0,1
2026-03-18T15:38:36.619141100+00:00,1,0,1,0
2026-03-18T15:38:36.637409600+00:00,1,0,0,1
2026-03-18T15:38:36.668949200+00:00,1,0,1,0
2026-03-18T15:38:36.669836600+00:00,1,0,0,1
2026-03-18T15:38:36.705461800+00:00,1,0,1,0
2026-03-18T15:38:36.769817600+00:00,2,0,1,1
2026-03-18T15:38:36.808160800+00:00,1,0,1,0
2026-03-18T15:38:36.836578900+00:00,1,0,0,1
2026-03-18T15:38:36.869295800+00:00,1,0,1,0
2026-03-18T15:38:36.870715300+00:00,1,0,0,1
2026-03-18T15:38:36.907747400+00:00,1,0,1,0
2026-03-18T15:38:36.969573300+00:00,2,0,1,1
2026-03-18T15:38:37.005614300+00:00,1,0,1,0
2026-03-18T15:38:37.034926100+00:00,1,0,0,1
2026-03-18T15:38:37.070317800+00:00,2,0,1,1
2026-03-18T15:38:37.107862700+00:00,1,0,1,0
2026-03-18T15:38:37.155708400+00:00,1,0,1,0
2026-03-18T15:38:37.170782500+00:00,1,0,0,1
2026-03-18T15:38:37.220897800+00:00,1,0,1,0
2026-03-18T15:38:37.236406100+00:00,1,0,0,1
2026-03-18T15:38:41.455356800+00:00,1,0,1,0
2026-03-18T15:38:41.467816300+00:00,64,0,64,0
2026-03-18T15:38:41.471004800+00:00,64,0,20,44
2026-03-18T15:38:41.473118700+00:00,20,0,0,20
2026-03-18T15:38:41.507654200+00:00,1,0,1,0
2026-03-18T15:38:41.568722500+00:00,1,0,1,0
2026-03-18T15:38:41.569564500+00:00,1,0,0,1
2026-03-18T15:38:41.607627800+00:00,1,0,1,0
2026-03-18T15:38:41.634634700+00:00,1,0,0,1
2026-03-18T15:38:41.657796400+00:00,1,0,1,0
2026-03-18T15:38:41.671375+00:00,1,0,0,1
2026-03-18T15:38:41.707410+00:00,1,0,1,0
2026-03-18T15:38:41.769090200+00:00,1,0,1,0
2026-03-18T15:38:41.770767700+00:00,1,0,0,1
2026-03-18T15:38:41.807606400+00:00,1,0,1,0
2026-03-18T15:38:41.836990200+00:00,1,0,0,1
2026-03-18T15:38:41.868838400+00:00,1,0,1,0
2026-03-18T15:38:41.870272400+00:00,1,0,0,1
2026-03-18T15:38:41.921114100+00:00,1,0,1,0
2026-03-18T15:38:41.957647700+00:00,1,0,1,0
2026-03-18T15:38:41.972096500+00:00,1,0,0,1
2026-03-18T15:38:42.008425600+00:00,1,0,1,0
2026-03-18T15:38:42.037059300+00:00,1,0,0,1
2026-03-18T15:38:42.070268600+00:00,2,0,1,1
2026-03-18T15:38:42.117434900+00:00,1,0,1,0
2026-03-18T15:38:42.168664+00:00,1,0,1,0
2026-03-18T15:38:42.170402800+00:00,1,0,0,1
2026-03-18T15:38:42.219973700+00:00,1,0,1,0
2026-03-18T15:38:42.234882600+00:00,1,0,0,1
2026-03-18T15:38:46.455555600+00:00,1,0,1,0
2026-03-18T15:38:46.458470500+00:00,64,0,64,0
2026-03-18T15:38:46.461382800+00:00,64,0,15,49
2026-03-18T15:38:46.462605500+00:00,15,0,1,14
2026-03-18T15:38:46.504768600+00:00,1,0,0,1
2026-03-18T15:38:46.511221900+00:00,1,0,1,0
2026-03-18T15:38:46.570748700+00:00,1,0,1,0
2026-03-18T15:38:46.601151200+00:00,1,0,0,1
2026-03-18T15:38:46.621352700+00:00,1,0,1,0
2026-03-18T15:38:46.636579+00:00,1,0,0,1
2026-03-18T15:38:46.669485900+00:00,1,0,1,0
2026-03-18T15:38:46.688172600+00:00,1,0,0,1
2026-03-18T15:38:46.714519200+00:00,1,0,1,0
2026-03-18T15:38:46.770831800+00:00,1,0,1,0
2026-03-18T15:38:46.798829500+00:00,1,0,0,1
2026-03-18T15:38:46.820052+00:00,1,0,1,0
2026-03-18T15:38:46.837691500+00:00,1,0,0,1
2026-03-18T15:38:46.869980900+00:00,1,0,1,0
2026-03-18T15:38:46.904664100+00:00,1,0,0,1
2026-03-18T15:38:46.911322+00:00,1,0,1,0
2026-03-18T15:38:46.969324100+00:00,1,0,1,0
2026-03-18T15:38:47.003224600+00:00,1,0,0,1
2026-03-18T15:38:47.011370700+00:00,1,0,1,0
2026-03-18T15:38:47.036502900+00:00,1,0,0,1
2026-03-18T15:38:47.070717100+00:00,1,0,1,0
2026-03-18T15:38:47.092719300+00:00,1,0,0,1
2026-03-18T15:38:47.111562+00:00,1,0,1,0
2026-03-18T15:38:47.169196900+00:00,1,0,1,0
2026-03-18T15:38:47.196983+00:00,1,0,0,1
2026-03-18T15:38:47.214323200+00:00,1,0,1,0
2026-03-18T15:38:47.249212400+00:00,1,0,0,1
2026-03-18T15:38:51.456360500+00:00,1,0,1,0
2026-03-18T15:38:51.458662400+00:00,64,0,64,0
2026-03-18T15:38:51.460969900+00:00,64,0,19,45
2026-03-18T15:38:51.461995+00:00,19,0,1,18
2026-03-18T15:38:51.504128800+00:00,1,0,0,1
2026-03-18T15:38:51.511735200+00:00,1,0,1,0
2026-03-18T15:38:51.565606200+00:00,1,0,1,0
2026-03-18T15:38:51.603981300+00:00,1,0,0,1
2026-03-18T15:38:51.611374+00:00,1,0,1,0
2026-03-18T15:38:51.632942400+00:00,1,0,0,1
2026-03-18T15:38:51.662979200+00:00,1,0,1,0
2026-03-18T15:38:51.704882900+00:00,1,0,0,1
2026-03-18T15:38:51.711305600+00:00,1,0,1,0
2026-03-18T15:38:51.771248400+00:00,1,0,1,0
2026-03-18T15:38:51.798258700+00:00,1,0,0,1
2026-03-18T15:38:51.819297600+00:00,1,0,1,0
2026-03-18T15:38:51.837861800+00:00,1,0,0,1
2026-03-18T15:38:51.862581+00:00,1,0,1,0
2026-03-18T15:38:51.888196500+00:00,1,0,0,1
2026-03-18T15:38:51.911420500+00:00,1,0,1,0
2026-03-18T15:38:51.971911600+00:00,1,0,1,0
2026-03-18T15:38:51.999499900+00:00,1,0,0,1
2026-03-18T15:38:52.015156100+00:00,1,0,1,0
2026-03-18T15:38:52.047488400+00:00,1,0,0,1
2026-03-18T15:38:52.063667300+00:00,1,0,1,0
2026-03-18T15:38:52.097597200+00:00,1,0,0,1
2026-03-18T15:38:52.112198300+00:00,1,0,1,0
2026-03-18T15:38:52.161898+00:00,1,0,1,0
2026-03-18T15:38:52.196775900+00:00,1,0,0,1
2026-03-18T15:38:52.213385100+00:00,1,0,1,0
2026-03-18T15:38:52.254055200+00:00,1,0,0,1
2026-03-18T15:38:56.464354400+00:00,1,0,1,0
2026-03-18T15:38:56.467032900+00:00,64,0,64,0
2026-03-18T15:38:56.469712700+00:00,64,0,20,44
2026-03-18T15:38:56.470872400+00:00,19,0,0,19
2026-03-18T15:38:56.497994300+00:00,1,0,0,1
2026-03-18T15:38:56.512519800+00:00,1,0,1,0
2026-03-18T15:38:56.565807400+00:00,1,0,1,0
2026-03-18T15:38:56.598874500+00:00,1,0,0,1
2026-03-18T15:38:56.613720200+00:00,1,0,1,0
2026-03-18T15:38:56.638904400+00:00,1,0,0,1
2026-03-18T15:38:56.669767400+00:00,1,0,1,0
2026-03-18T15:38:56.693300200+00:00,1,0,0,1
2026-03-18T15:38:56.715266300+00:00,1,0,1,0
2026-03-18T15:38:56.766131700+00:00,1,0,1,0
2026-03-18T15:38:56.794867+00:00,1,0,0,1
2026-03-18T15:38:56.815051600+00:00,1,0,1,0
2026-03-18T15:38:56.833638600+00:00,1,0,0,1
2026-03-18T15:38:56.861591800+00:00,1,0,1,0
2026-03-18T15:38:56.893180800+00:00,1,0,0,1
2026-03-18T15:38:56.911029600+00:00,1,0,1,0
2026-03-18T15:38:56.965400+00:00,1,0,1,0
2026-03-18T15:38:56.993774400+00:00,1,0,0,1
2026-03-18T15:38:57.011744800+00:00,1,0,1,0
2026-03-18T15:38:57.035067600+00:00,1,0,0,1
2026-03-18T15:38:57.063988100+00:00,1,0,1,0
2026-03-18T15:38:57.094429300+00:00,1,0,0,1
2026-03-18T15:38:57.114979900+00:00,1,0,1,0
2026-03-18T15:38:57.162220800+00:00,1,0,1,0
2026-03-18T15:38:57.193355100+00:00,1,0,0,1
2026-03-18T15:38:57.220185300+00:00,1,0,1,0
2026-03-18T15:38:57.243136600+00:00,1,0,0,1
2026-03-18T15:39:01.469859800+00:00,1,0,1,0
2026-03-18T15:39:01.473004700+00:00,64,0,64,0
2026-03-18T15:39:01.475882900+00:00,64,0,20,44
2026-03-18T15:39:01.477728400+00:00,19,0,0,19
2026-03-18T15:39:01.499254700+00:00,1,0,0,1
2026-03-18T15:39:01.516947400+00:00,1,0,1,0
2026-03-18T15:39:01.570284800+00:00,1,0,1,0
2026-03-18T15:39:01.599661300+00:00,1,0,0,1
2026-03-18T15:39:01.616788200+00:00,1,0,1,0
2026-03-18T15:39:01.635592900+00:00,1,0,0,1
2026-03-18T15:39:01.781156800+00:00,2,0,1,1
2026-03-18T15:39:01.947891300+00:00,1,0,0,1
2026-03-18T15:39:02.110209500+00:00,5,0,3,2
2026-03-18T15:39:02.244059100+00:00,6,0,2,4
2026-03-18T15:39:02.251408600+00:00,1,0,1,0
2026-03-18T15:39:06.487308800+00:00,1,0,1,0
2026-03-18T15:39:06.489773700+00:00,64,0,64,0
2026-03-18T15:39:06.492631300+00:00,64,0,19,45
2026-03-18T15:39:06.494746700+00:00,18,0,0,18
2026-03-18T15:39:06.519545600+00:00,1,0,1,0
2026-03-18T15:39:06.543663900+00:00,1,0,0,1
2026-03-18T15:39:06.568983400+00:00,1,0,1,0
2026-03-18T15:39:06.618765300+00:00,1,0,1,0
2026-03-18T15:39:06.634874100+00:00,1,0,0,1
2026-03-18T15:39:06.643727300+00:00,1,0,0,1
2026-03-18T15:39:06.663676600+00:00,1,0,1,0
2026-03-18T15:39:06.706468500+00:00,1,0,1,0
2026-03-18T15:39:06.741570200+00:00,1,0,0,1
2026-03-18T15:39:06.769163600+00:00,1,0,1,0
2026-03-18T15:39:06.805421+00:00,1,0,1,0
2026-03-18T15:39:06.834895800+00:00,1,0,0,1
2026-03-18T15:39:06.843670600+00:00,1,0,0,1
2026-03-18T15:39:06.869560100+00:00,1,0,1,0
2026-03-18T15:39:06.905730600+00:00,1,0,1,0
2026-03-18T15:39:06.944191200+00:00,1,0,0,1
2026-03-18T15:39:06.969962300+00:00,1,0,1,0
2026-03-18T15:39:07.005917600+00:00,1,0,1,0
2026-03-18T15:39:07.035361700+00:00,1,0,0,1
2026-03-18T15:39:07.043783100+00:00,1,0,0,1
2026-03-18T15:39:07.064079200+00:00,1,0,1,0
2026-03-18T15:39:07.105454200+00:00,1,0,1,0
2026-03-18T15:39:07.141702900+00:00,1,0,0,1
2026-03-18T15:39:07.168205100+00:00,1,0,1,0
2026-03-18T15:39:07.205655200+00:00,1,0,1,0
2026-03-18T15:39:07.234321100+00:00,1,0,0,1
2026-03-18T15:39:07.251489200+00:00,1,0,0,1
2026-03-18T15:39:07.267415800+00:00,1,0,1,0
2026-03-18T15:39:11.487077600+00:00,1,0,1,0
2026-03-18T15:39:11.489907400+00:00,64,0,64,0
2026-03-18T15:39:11.492713+00:00,64,0,19,45
2026-03-18T15:39:11.494873200+00:00,18,0,0,18
2026-03-18T15:39:11.514508900+00:00,1,0,1,0
2026-03-18T15:39:11.541414500+00:00,1,0,0,1
2026-03-18T15:39:11.569175600+00:00,1,0,1,0
2026-03-18T15:39:11.607266300+00:00,1,0,1,0
2026-03-18T15:39:11.635073800+00:00,1,0,0,1
2026-03-18T15:39:11.641387200+00:00,1,0,0,1
2026-03-18T15:39:11.669448+00:00,1,0,1,0
2026-03-18T15:39:11.707517400+00:00,1,0,1,0
2026-03-18T15:39:11.741476800+00:00,1,0,0,1
2026-03-18T15:39:11.769227+00:00,1,0,1,0
2026-03-18T15:39:11.813648100+00:00,1,0,1,0
2026-03-18T15:39:11.836682400+00:00,1,0,0,1
2026-03-18T15:39:11.843699400+00:00,1,0,0,1
2026-03-18T15:39:11.865338800+00:00,1,0,1,0
2026-03-18T15:39:11.907710500+00:00,1,0,1,0
2026-03-18T15:39:11.943446500+00:00,1,0,0,1
2026-03-18T15:39:11.964459700+00:00,1,0,1,0
2026-03-18T15:39:12.007784100+00:00,1,0,1,0
2026-03-18T15:39:12.036481+00:00,1,0,0,1
2026-03-18T15:39:12.043810500+00:00,1,0,0,1
2026-03-18T15:39:12.065238500+00:00,1,0,1,0
2026-03-18T15:39:12.107555400+00:00,1,0,1,0
2026-03-18T15:39:12.141689600+00:00,1,0,0,1
2026-03-18T15:39:12.165781300+00:00,1,0,1,0
2026-03-18T15:39:12.207750600+00:00,1,0,1,0
2026-03-18T15:39:12.233962300+00:00,1,0,0,1
2026-03-18T15:39:12.243486900+00:00,1,0,0,1
2026-03-18T15:39:12.264649800+00:00,1,0,1,0
2026-03-18T15:39:21.489438900+00:00,64,0,64,0
2026-03-18T15:39:21.492062400+00:00,64,0,64,0
2026-03-18T15:39:21.494715400+00:00,64,0,48,16
2026-03-18T15:39:21.498333100+00:00,64,0,0,64
2026-03-18T15:39:21.499929700+00:00,55,0,0,55
2026-03-18T15:39:21.535990800+00:00,1,0,1,0
2026-03-18T15:39:21.551153900+00:00,1,0,0,1
2026-03-18T15:39:21.573648100+00:00,1,0,1,0
2026-03-18T15:39:21.634694700+00:00,1,0,1,0
2026-03-18T15:39:21.649649900+00:00,1,0,0,1
2026-03-18T15:39:21.692591300+00:00,1,0,1,0
2026-03-18T15:39:21.704103+00:00,1,0,0,1
2026-03-18T15:39:21.727788100+00:00,1,0,1,0
2026-03-18T15:39:21.756553+00:00,1,0,0,1
2026-03-18T15:39:21.791768900+00:00,1,0,1,0
2026-03-18T15:39:21.833573100+00:00,1,0,1,0
2026-03-18T15:39:21.850821600+00:00,1,0,0,1
2026-03-18T15:39:21.883435400+00:00,1,0,1,0
2026-03-18T15:39:21.900281400+00:00,1,0,0,1
2026-03-18T15:39:21.934112300+00:00,1,0,1,0
2026-03-18T15:39:21.946913+00:00,1,0,0,1
2026-03-18T15:39:21.984426+00:00,1,0,1,0
2026-03-18T15:39:22.035108200+00:00,1,0,1,0
2026-03-18T15:39:22.051888200+00:00,1,0,0,1
2026-03-18T15:39:22.084779800+00:00,1,0,1,0
2026-03-18T15:39:22.100128500+00:00,1,0,0,1
2026-03-18T15:39:22.139356100+00:00,1,0,1,0
2026-03-18T15:39:22.140530400+00:00,1,0,0,1
2026-03-18T15:39:22.191137100+00:00,1,0,1,0
2026-03-18T15:39:22.235764100+00:00,1,0,1,0
2026-03-18T15:39:22.252504100+00:00,1,0,0,1
2026-03-18T15:39:26.503152100+00:00,1,0,1,0
2026-03-18T15:39:26.508411100+00:00,64,0,64,0
2026-03-18T15:39:26.511656100+00:00,64,0,20,44
2026-03-18T15:39:26.513488300+00:00,20,0,0,20
2026-03-18T15:39:26.551262400+00:00,1,0,0,1
2026-03-18T15:39:26.559727300+00:00,1,0,1,0
2026-03-18T15:39:26.609340300+00:00,1,0,1,0
2026-03-18T15:39:26.651876100+00:00,1,0,0,1
2026-03-18T15:39:26.659477400+00:00,1,0,1,0
2026-03-18T15:39:26.702235800+00:00,1,0,0,1
2026-03-18T15:39:26.709616200+00:00,1,0,1,0
2026-03-18T15:39:26.751345400+00:00,1,0,0,1
2026-03-18T15:39:26.759751600+00:00,1,0,1,0
2026-03-18T15:39:26.809345800+00:00,1,0,1,0
2026-03-18T15:39:26.853574700+00:00,1,0,0,1
2026-03-18T15:39:26.869326700+00:00,1,0,1,0
2026-03-18T15:39:26.895397600+00:00,1,0,0,1
2026-03-18T15:39:26.919840500+00:00,1,0,1,0
2026-03-18T15:39:26.951361100+00:00,1,0,0,1
2026-03-18T15:39:26.968066100+00:00,1,0,1,0
2026-03-18T15:39:27.019231700+00:00,1,0,1,0
2026-03-18T15:39:27.053392100+00:00,1,0,0,1
2026-03-18T15:39:27.068105900+00:00,1,0,1,0
2026-03-18T15:39:27.095358+00:00,1,0,0,1
2026-03-18T15:39:27.118081400+00:00,1,0,1,0
2026-03-18T15:39:27.149884800+00:00,1,0,0,1
2026-03-18T15:39:27.164481100+00:00,1,0,1,0
2026-03-18T15:39:27.217809700+00:00,1,0,1,0
2026-03-18T15:39:27.250125600+00:00,1,0,0,1
2026-03-18T15:39:27.265959300+00:00,1,0,1,0
2026-03-18T15:39:31.498298200+00:00,1,0,0,1
2026-03-18T15:39:31.505211700+00:00,64,0,64,0
2026-03-18T15:39:31.507360700+00:00,64,0,20,44
2026-03-18T15:39:31.508410100+00:00,19,0,0,19
2026-03-18T15:39:31.510000600+00:00,1,0,1,0
2026-03-18T15:39:31.553464600+00:00,1,0,0,1
2026-03-18T15:39:31.559968400+00:00,1,0,1,0
2026-03-18T15:39:31.616824900+00:00,1,0,1,0
2026-03-18T15:39:31.653762200+00:00,1,0,0,1
2026-03-18T15:39:31.660035500+00:00,1,0,1,0
2026-03-18T15:39:31.695332700+00:00,1,0,0,1
2026-03-18T15:39:31.710499900+00:00,1,0,1,0
2026-03-18T15:39:31.753563+00:00,1,0,0,1
2026-03-18T15:39:31.759858300+00:00,1,0,1,0
2026-03-18T15:39:31.816934400+00:00,1,0,1,0
2026-03-18T15:39:31.855636800+00:00,1,0,0,1
2026-03-18T15:39:31.860078+00:00,1,0,1,0
2026-03-18T15:39:31.902352900+00:00,1,0,0,1
2026-03-18T15:39:31.916307500+00:00,1,0,1,0
2026-03-18T15:39:31.953274300+00:00,1,0,0,1
2026-03-18T15:39:31.959948600+00:00,1,0,1,0
2026-03-18T15:39:32.018601800+00:00,1,0,1,0
2026-03-18T15:39:32.055322+00:00,1,0,0,1
2026-03-18T15:39:32.059605+00:00,1,0,1,0
2026-03-18T15:39:32.095325400+00:00,1,0,0,1
2026-03-18T15:39:32.109552300+00:00,1,0,1,0
2026-03-18T15:39:32.153257500+00:00,1,0,0,1
2026-03-18T15:39:32.159433500+00:00,1,0,1,0
2026-03-18T15:39:32.209460400+00:00,1,0,1,0
2026-03-18T15:39:32.253267700+00:00,1,0,0,1
2026-03-18T15:39:32.259606400+00:00,1,0,1,0
2026-03-18T15:39:32.295469300+00:00,1,0,0,1
2026-03-18T15:39:36.495528700+00:00,1,0,1,0
2026-03-18T15:39:36.497778400+00:00,64,0,64,0
2026-03-18T15:39:36.500540900+00:00,64,0,19,45
2026-03-18T15:39:36.502361800+00:00,18,0,0,18
2026-03-18T15:39:36.515130500+00:00,1,0,1,0
2026-03-18T15:39:36.559808700+00:00,1,0,0,1
2026-03-18T15:39:36.566975+00:00,1,0,1,0
2026-03-18T15:39:36.614421200+00:00,1,0,1,0
2026-03-18T15:39:36.666447900+00:00,2,0,1,1
2026-03-18T15:39:36.697657600+00:00,1,0,0,1
2026-03-18T15:39:36.716635600+00:00,1,0,1,0
2026-03-18T15:39:36.759640200+00:00,1,0,0,1
2026-03-18T15:39:36.766806500+00:00,1,0,1,0
2026-03-18T15:39:36.814654100+00:00,1,0,1,0
2026-03-18T15:39:36.863519200+00:00,2,0,1,1
2026-03-18T15:39:36.901371200+00:00,1,0,0,1
2026-03-18T15:39:36.916345500+00:00,1,0,1,0
2026-03-18T15:39:41.501916900+00:00,13,0,5,8
