ts,event,fault_id,target,kind,duration_ms,component,recovery_ms,aborted,note
2026-03-19T14:35:12.151369500+00:00,recovery,db494263-7496-4f16-8529-6354dc22e3b9,,,,power,30.9,false,
2026-03-19T14:36:11.919515800+00:00,inject,3b01e01e-475e-4adf-8eac-b76bbcb52124,attitude,pause,150,,,,
2026-03-19T14:36:12.106950+00:00,recovery,3b01e01e-475e-4adf-8eac-b76bbcb52124,,,,attitude,36.4,false,
2026-03-19T14:37:11.919520300+00:00,inject,d5d9851e-a889-4949-ae14-b6708c6da496,thermal,delay,150,,,,
2026-03-19T14:37:12.077046900+00:00,recovery,d5d9851e-a889-4949-ae14-b6708c6da496,,,,thermal,5.5,false,
2026-03-19T14:38:11.919516100+00:00,inject,4eb6127f-dbb2-4468-bf56-7224c3459c2b,power,corrupt,200,,,,
2026-03-19T14:38:12.167158300+00:00,recovery,4eb6127f-dbb2-4468-bf56-7224c3459c2b,,,,power,46.6,false,
2026-03-19T14:39:11.919518+00:00,inject,4545c7b8-f438-48df-92b5-f650691f7fef,attitude,pause,150,,,,
2026-03-19T14:39:12.182067400+00:00,recovery,4545c7b8-f438-48df-92b5-f650691f7fef,,,,attitude,97.8,false,
2026-03-20T16:52:42.090981400+00:00,inject,b6725f4e-833d-4af6-9881-0b8dd29ee7bf,power,corrupt,200,,,,
2026-03-20T16:52:42.383831700+00:00,recovery,b6725f4e-833d-4af6-9881-0b8dd29ee7bf,,,,power,90.4,false,
2026-03-20T16:53:42.091928300+00:00,inject,f1cc178f-4b27-4e8a-852d-f819d54ceb27,attitude,pause,150,,,,
2026-03-20T16:53:42.399727300+00:00,recovery,f1cc178f-4b27-4e8a-852d-f819d54ceb27,,,,attitude,156.8,false,
2026-03-20T16:54:42.099015100+00:00,inject,a2b1f1d0-1652-4359-a3d0-8c833b89b16a,thermal,delay,150,,,,
2026-03-20T16:54:42.271866100+00:00,recovery,a2b1f1d0-1652-4359-a3d0-8c833b89b16a,,,,thermal,21.9,false,
2026-03-20T16:55:42.099929800+00:00,inject,ae485133-c50d-4cb4-b213-a144866f9a4f,power,corrupt,200,,,,
2026-03-20T16:55:42.327049100+00:00,recovery,ae485133-c50d-4cb4-b213-a144866f9a4f,,,,power,26.0,false,
2026-03-20T16:56:42.101470600+00:00,inject,f4bd1b06-8e10-4ff5-80a6-560760789ac8,attitude,pause,150,,,,
2026-03-20T16:56:42.289998100+00:00,recovery,f4bd1b06-8e10-4ff5-80a6-560760789ac8,,,,attitude,31.2,false,
2026-03-20T16:57:30.407086500+00:00,inject,c5880f8c-742a-457b-9efd-79ced3d14d83,power,corrupt,200,,,,
2026-03-20T16:57:30.703094800+00:00,recovery,c5880f8c-742a-457b-9efd-79ced3d14d83,,,,power,94.8,false,
2026-03-20T17:09:02.349492600+00:00,inject,f7e28284-c75a-4d9c-9470-f6eb93e56818,power,corrupt,200,,,,
2026-03-20T17:09:02.644912500+00:00,recovery,f7e28284-c75a-4d9c-9470-f6eb93e56818,,,,power,92.9,false,
2026-03-20T17:10:02.350031100+00:00,inject,0ef4960f-9aaa-4834-9100-776c04fe2fe2,attitude,pause,150,,,,
2026-03-20T17:10:02.664620600+00:00,recovery,0ef4960f-9aaa-4834-9100-776c04fe2fe2,,,,attitude,163.6,false,
2026-03-20T17:11:02.359329900+00:00,inject,3ade56a6-f91b-4b8f-ad37-8c2510eeb340,thermal,delay,150,,,,
2026-03-20T17:11:02.542996300+00:00,recovery,3ade56a6-f91b-4b8f-ad37-8c2510eeb340,,,,thermal,33.0,false,
2026-03-20T17:12:02.362437400+00:00,inject,ea5f9368-06f5-4a74-9049-cae0a1b05cc5,power,corrupt,200,,,,
2026-03-20T17:12:02.571672+00:00,recovery,ea5f9368-06f5-4a74-9049-cae0a1b05cc5,,,,power,8.7,false,
2026-03-20T17:13:02.360007400+00:00,inject,9529b987-de1d-479f-8bbe-4d85a19a70ba,attitude,pause,150,,,,
2026-03-20T17:13:02.524332500+00:00,recovery,9529b987-de1d-479f-8bbe-4d85a19a70ba,,,,attitude,13.3,false,
2026-03-20T17:14:02.360008500+00:00,inject,5ded4732-3e80-4b6a-a145-af930b967761,thermal,delay,150,,,,
2026-03-20T17:14:02.534761600+00:00,recovery,5ded4732-3e80-4b6a-a145-af930b967761,,,,thermal,23.8,false,
2026-03-20T17:15:02.360009400+00:00,inject,d9ea292d-232f-40cd-b8cc-056be2600f91,power,corrupt,200,,,,
2026-03-20T17:15:02.608249100+00:00,recovery,d9ea292d-232f-40cd-b8cc-056be2600f91,,,,power,47.2,false,
2026-03-20T17:16:02.360009200+00:00,inject,50cc8b8e-112f-43eb-9d93-b7580e1c9d56,attitude,pause,150,,,,
2026-03-20T17:16:02.577678300+00:00,recovery,50cc8b8e-112f-43eb-9d93-b7580e1c9d56,,,,attitude,66.7,false,
2026-03-20T17:17:02.360009400+00:00,inject,9cba9912-e808-42cc-ab0b-ff5ba20b1710,thermal,delay,150,,,,
2026-03-20T17:17:02.597591+00:00,recovery,9cba9912-e808-42cc-ab0b-ff5ba20b1710,,,,thermal,74.6,false,
2026-03-20T17:18:02.360009900+00:00,inject,f06b1ce2-6fe6-46c1-bef9-17b18464ada7,power,corrupt,200,,,,
2026-03-20T17:18:02.606458300+00:00,recovery,f06b1ce2-6fe6-46c1-bef9-17b18464ada7,,,,power,44.9,false,
2026-03-20T17:26:47.836168300+00:00,inject,e3485b5e-6140-48f1-9788-e73999b1f2af,power,corrupt,200,,,,
2026-03-20T17:26:48.132745300+00:00,recovery,e3485b5e-6140-48f1-9788-e73999b1f2af,,,,power,95.3,false,
2026-03-20T17:27:47.834652600+00:00,inject,2f691a9d-6d13-495c-a02b-1b38a603df94,attitude,pause,150,,,,
2026-03-20T17:27:48.062478900+00:00,recovery,2f691a9d-6d13-495c-a02b-1b38a603df94,,,,attitude,77.0,false,
2026-03-20T17:28:47.832936700+00:00,inject,cdfa3e9e-b70c-48c6-adf1-912d4a0a699b,thermal,delay,150,,,,
2026-03-20T17:28:48.016551300+00:00,recovery,cdfa3e9e-b70c-48c6-adf1-912d4a0a699b,,,,thermal,33.0,false,
2026-03-20T17:29:47.832434500+00:00,inject,e63267da-796b-4413-a460-1ddecf16eb58,power,corrupt,200,,,,
2026-03-20T17:29:48.067785800+00:00,recovery,e63267da-796b-4413-a460-1ddecf16eb58,,,,power,34.3,false,
2026-03-20T17:30:47.836817500+00:00,inject,874b33ea-8136-4c3b-a477-eeb8e40e35e0,attitude,pause,150,,,,
2026-03-20T17:30:48.121959600+00:00,recovery,874b33ea-8136-4c3b-a477-eeb8e40e35e0,,,,attitude,133.5,false,
2026-03-20T17:31:47.832427700+00:00,inject,795797f9-f199-47f7-8dfc-2d57b0243691,thermal,delay,150,,,,
2026-03-20T17:31:47.993896300+00:00,recovery,795797f9-f199-47f7-8dfc-2d57b0243691,,,,thermal,10.5,false,
2026-03-20T17:32:47.837478800+00:00,inject,8ee7bf85-554b-4df0-b5fc-71239774ed1b,power,corrupt,200,,,,
2026-03-20T17:32:48.137545100+00:00,recovery,8ee7bf85-554b-4df0-b5fc-71239774ed1b,,,,power,99.1,false,
2026-03-20T17:33:47.838426800+00:00,inject,3e4d98ab-2467-47ac-9f7b-6c89794223a7,attitude,pause,150,,,,
2026-03-20T17:33:48.023821800+00:00,recovery,3e4d98ab-2467-47ac-9f7b-6c89794223a7,,,,attitude,34.4,false,
2026-03-20T17:34:47.843484600+00:00,inject,19479297-b5bb-470e-9c76-9294c0f1ed5a,thermal,delay,150,,,,
2026-03-20T17:34:48.016339900+00:00,recovery,19479297-b5bb-470e-9c76-9294c0f1ed5a,,,,thermal,20.0,false,
2026-03-20T17:48:36.519645300+00:00,inject,82248175-aa0b-41d9-923f-6494824ab629,power,corrupt,200,,,,
2026-03-20T17:48:36.809731700+00:00,recovery,82248175-aa0b-41d9-923f-6494824ab629,,,,power,88.2,false,
2026-03-20T17:49:36.520526100+00:00,inject,c811a42f-f36b-4e32-a2b0-e5862911c3ec,attitude,pause,150,,,,
2026-03-20T17:49:36.826385+00:00,recovery,c811a42f-f36b-4e32-a2b0-e5862911c3ec,,,,attitude,146.9,false,
2026-03-20T17:50:36.520527500+00:00,inject,77434aa2-2f36-47b3-a976-86759a9ec549,thermal,delay,150,,,,
2026-03-20T17:50:36.701130400+00:00,recovery,77434aa2-2f36-47b3-a976-86759a9ec549,,,,thermal,29.6,false,
2026-03-20T17:51:36.520551800+00:00,inject,e5603862-ad0f-4567-a1fa-7f1d2a89a589,power,corrupt,200,,,,
2026-03-20T17:51:36.730597100+00:00,recovery,e5603862-ad0f-4567-a1fa-7f1d2a89a589,,,,power,9.1,false,
2026-03-20T17:52:36.532701500+00:00,inject,7022f2c6-8291-4baa-99fa-981a0577e4c6,attitude,pause,150,,,,
2026-03-20T17:52:36.763829100+00:00,recovery,7022f2c6-8291-4baa-99fa-981a0577e4c6,,,,attitude,80.2,false,
2026-03-20T17:53:36.533563900+00:00,inject,ba40b11c-bd82-4f6a-b369-18cbe0dc3cf8,thermal,delay,150,,,,
2026-03-20T17:53:36.703373900+00:00,recovery,ba40b11c-bd82-4f6a-b369-18cbe0dc3cf8,,,,thermal,18.8,false,
2026-03-20T17:54:36.544974500+00:00,inject,177c6ba9-47e4-4371-8bb8-8799bc064dc4,power,corrupt,200,,,,
2026-03-20T17:54:36.842667200+00:00,recovery,177c6ba9-47e4-4371-8bb8-8799bc064dc4,,,,power,97.1,false,
2026-03-20T17:55:36.545529400+00:00,inject,25412a69-992d-452f-bfef-9754d0c6df9e,attitude,pause,150,,,,
2026-03-20T17:55:36.722878+00:00,recovery,25412a69-992d-452f-bfef-9754d0c6df9e,,,,attitude,14.8,false,
2026-03-20T17:56:16.521413400+00:00,inject,1ab98210-5efa-4be8-9314-b309688ce868,power,corrupt,200,,,,
2026-03-20T17:56:16.812996700+00:00,recovery,1ab98210-5efa-4be8-9314-b309688ce868,,,,power,88.6,false,
2026-03-20T18:24:58.233375500+00:00,inject,80be5361-f154-4da1-96b7-611dac850039,power,corrupt,200,,,,
2026-03-20T18:24:58.523711900+00:00,recovery,80be5361-f154-4da1-96b7-611dac850039,,,,power,87.7,false,
2026-03-20T18:25:58.237764400+00:00,inject,e53bea09-d24e-49d5-b7ec-4fcea98fa98a,attitude,pause,150,,,,
2026-03-20T18:25:58.480901800+00:00,recovery,e53bea09-d24e-49d5-b7ec-4fcea98fa98a,,,,attitude,80.2,false,
2026-03-20T18:26:58.245632300+00:00,inject,7bc64fc6-0cb1-47b4-86a2-087cf72fa471,thermal,delay,150,,,,
2026-03-20T18:26:58.432839700+00:00,recovery,7bc64fc6-0cb1-47b4-86a2-087cf72fa471,,,,thermal,36.3,false,
2026-03-20T18:27:58.251876+00:00,inject,27622188-d98d-4f49-806c-942d0eff83c0,power,corrupt,200,,,,
2026-03-20T18:27:58.557440300+00:00,recovery,27622188-d98d-4f49-806c-942d0eff83c0,,,,power,96.1,false,
2026-03-20T18:28:58.272347+00:00,inject,ffcd4054-895b-43d0-ba06-41187d8ee654,attitude,pause,150,,,,
2026-03-20T18:28:58.443667900+00:00,recovery,ffcd4054-895b-43d0-ba06-41187d8ee654,,,,attitude,15.7,false,
2026-03-20T18:29:58.276891200+00:00,inject,df34631a-dd14-4a10-8886-7fa3c5f8663c,thermal,delay,150,,,,
2026-03-20T18:29:58.458742900+00:00,recovery,df34631a-dd14-4a10-8886-7fa3c5f8663c,,,,thermal,30.8,false,
2026-03-20T18:30:58.280687200+00:00,inject,b459d74e-9f2a-4a2f-9a25-d13fbb585e74,power,corrupt,200,,,,
2026-03-20T18:30:58.491755200+00:00,recovery,b459d74e-9f2a-4a2f-9a25-d13fbb585e74,,,,power,10.1,false,
2026-03-20T18:31:58.284465500+00:00,inject,eae5d3ce-6a50-48ab-bc78-938268657d5a,attitude,pause,150,,,,
2026-03-20T18:31:58.557969600+00:00,recovery,eae5d3ce-6a50-48ab-bc78-938268657d5a,,,,attitude,110.6,false,
2026-03-20T18:32:58.288254500+00:00,inject,6bbed21b-459f-43bd-883a-4fffe320401d,thermal,delay,150,,,,
2026-03-20T18:32:58.475036100+00:00,recovery,6bbed21b-459f-43bd-883a-4fffe320401d,,,,thermal,34.1,false,
2026-03-20T18:33:58.292055900+00:00,inject,32e47701-cc67-4a51-83ec-da9a0dedbbcf,power,corrupt,200,,,,
2026-03-20T18:33:58.504769300+00:00,recovery,32e47701-cc67-4a51-83ec-da9a0dedbbcf,,,,power,11.7,false,
2026-03-20T18:34:58.295829500+00:00,inject,4204f6d4-0b74-4a24-878d-b215e3e5e73b,attitude,pause,150,,,,
2026-03-20T18:34:58.630071100+00:00,recovery,4204f6d4-0b74-4a24-878d-b215e3e5e73b,,,,attitude,181.9,false,
2026-03-20T18:35:58.300584400+00:00,inject,bb0b3afa-441f-4605-a5e6-32cc8f86a01f,thermal,delay,150,,,,
2026-03-20T18:35:58.466257600+00:00,recovery,bb0b3afa-441f-4605-a5e6-32cc8f86a01f,,,,thermal,0.5,false,
2026-03-20T18:36:58.303412700+00:00,inject,82af34d2-31d3-4a5d-b7a9-7093a9f52814,power,corrupt,200,,,,
2026-03-20T18:36:58.595649800+00:00,recovery,82af34d2-31d3-4a5d-b7a9-7093a9f52814,,,,power,91.2,false,
2026-03-20T18:37:58.306665300+00:00,inject,8d26b997-b23f-44d7-8eff-98450e424738,attitude,pause,150,,,,
2026-03-20T18:37:58.505170100+00:00,recovery,8d26b997-b23f-44d7-8eff-98450e424738,,,,attitude,47.5,false,
2026-03-20T19:01:26.684809600+00:00,inject,dd6d34fc-ed6a-49c5-a08f-0a66b3b9c502,power,corrupt,200,,,,
2026-03-20T19:01:26.978625400+00:00,recovery,dd6d34fc-ed6a-49c5-a08f-0a66b3b9c502,,,,power,91.8,false,
2026-03-20T19:12:57.119359800+00:00,inject,27949e29-7e75-4814-a3b2-339baac57956,power,corrupt,200,,,,
2026-03-20T19:12:57.413590900+00:00,recovery,27949e29-7e75-4814-a3b2-339baac57956,,,,power,90.1,false,
2026-03-21T08:04:59.187011400+00:00,inject,c8eb7fde-1d27-4c18-9c1c-ebf33df4048f,power,corrupt,200,,,,
2026-03-21T08:04:59.484011600+00:00,recovery,c8eb7fde-1d27-4c18-9c1c-ebf33df4048f,,,,power,95.7,false,
2026-03-21T08:05:59.185121300+00:00,inject,5a51f4f9-8c53-4608-8f54-baf6f71a5de2,attitude,pause,150,,,,
2026-03-21T08:05:59.460794400+00:00,recovery,5a51f4f9-8c53-4608-8f54-baf6f71a5de2,,,,attitude,125.1,false,
2026-03-21T08:06:59.192486300+00:00,inject,6a9b6e90-1711-4105-a176-2ad947399574,thermal,delay,150,,,,
2026-03-21T08:06:59.366124500+00:00,recovery,6a9b6e90-1711-4105-a176-2ad947399574,,,,thermal,23.0,false,
2026-03-21T08:07:59.193588900+00:00,inject,5a324172-0bd8-460e-bad2-728d158a0823,power,corrupt,200,,,,
2026-03-21T08:07:59.428689600+00:00,recovery,5a324172-0bd8-460e-bad2-728d158a0823,,,,power,33.7,false,
2026-03-21T08:08:59.193996200+00:00,inject,cb2afd4c-4e2a-45b4-9c6b-b181dde05dfa,attitude,pause,150,,,,
2026-03-21T08:08:59.349132500+00:00,recovery,cb2afd4c-4e2a-45b4-9c6b-b181dde05dfa,,,,attitude,4.1,false,
2026-03-21T08:09:59.194415100+00:00,inject,7d38e111-129d-4e9d-9efc-f61fef8a82ac,thermal,delay,150,,,,
2026-03-21T08:09:59.359119+00:00,recovery,7d38e111-129d-4e9d-9efc-f61fef8a82ac,,,,thermal,13.7,false,
2026-03-21T08:10:59.194842800+00:00,inject,14346f09-f765-47c0-b85c-039a340659ba,power,corrupt,200,,,,
2026-03-21T08:10:59.433809800+00:00,recovery,14346f09-f765-47c0-b85c-039a340659ba,,,,power,38.0,false,
2026-03-21T09:01:35.189191600+00:00,inject,fe300f8b-e72f-4a7d-ad28-f1b61807d767,power,corrupt,200,,,,
2026-03-21T09:01:35.485315500+00:00,recovery,fe300f8b-e72f-4a7d-ad28-f1b61807d767,,,,power,90.9,false,
2026-03-21T09:03:52.233818800+00:00,inject,b4d55af5-297b-4b8f-b07b-8ed0421895fd,power,corrupt,200,,,,
2026-03-21T09:03:52.527685300+00:00,recovery,b4d55af5-297b-4b8f-b07b-8ed0421895fd,,,,power,92.4,false,
2026-03-21T09:53:22.268771200+00:00,inject,e4e7a5e3-a1dc-4c23-a3b9-a5d9de52d62d,power,corrupt,200,,,,
2026-03-21T09:53:22.565785100+00:00,recovery,e4e7a5e3-a1dc-4c23-a3b9-a5d9de52d62d,,,,power,96.0,false,
2026-03-21T09:54:22.274489+00:00,inject,18d45009-c192-48cc-810b-100218d97fe7,attitude,pause,150,,,,
2026-03-21T09:54:22.461228800+00:00,recovery,18d45009-c192-48cc-810b-100218d97fe7,,,,attitude,35.3,false,
2026-03-21T09:55:22.274987200+00:00,inject,0c252fb8-b165-400e-b4d2-36cb7e761f0e,thermal,delay,150,,,,
2026-03-21T09:55:22.467414300+00:00,recovery,0c252fb8-b165-400e-b4d2-36cb7e761f0e,,,,thermal,41.5,false,
2026-03-21T09:56:22.274988800+00:00,inject,49510954-ae56-4ba1-8abc-fc61a13d48ae,power,corrupt,200,,,,
2026-03-21T09:56:22.520086800+00:00,recovery,49510954-ae56-4ba1-8abc-fc61a13d48ae,,,,power,42.3,false,
2026-03-21T09:57:22.275296500+00:00,inject,5f7183e7-3551-4b2f-a3a6-177823256ee6,attitude,pause,150,,,,
2026-03-21T09:57:22.447822900+00:00,recovery,5f7183e7-3551-4b2f-a3a6-177823256ee6,,,,attitude,17.8,false,
2026-03-21T09:58:22.276817600+00:00,inject,94fdd714-8d16-43e6-a7ef-77be8b51401b,thermal,delay,150,,,,
2026-03-21T09:58:22.477872200+00:00,recovery,94fdd714-8d16-43e6-a7ef-77be8b51401b,,,,thermal,50.8,false,
2026-03-21T09:59:22.281816500+00:00,inject,002f0494-8df5-4ee3-b342-29e0927d5634,power,corrupt,200,,,,
2026-03-21T09:59:22.561336500+00:00,recovery,002f0494-8df5-4ee3-b342-29e0927d5634,,,,power,78.1,false,
2026-03-21T10:08:16.600913600+00:00,inject,f47bf104-3367-4d44-8f15-818a01e8b2c9,power,corrupt,200,,,,
2026-03-21T10:08:16.897299300+00:00,recovery,f47bf104-3367-4d44-8f15-818a01e8b2c9,,,,power,94.6,false,
2026-03-21T10:09:16.597710300+00:00,inject,5ad0afcd-f655-4c9a-a9b2-c571c9e89633,attitude,pause,150,,,,
2026-03-21T10:09:16.771566300+00:00,recovery,5ad0afcd-f655-4c9a-a9b2-c571c9e89633,,,,attitude,22.9,false,
2026-03-21T10:10:16.601376100+00:00,inject,8a6de085-2a8d-4b8a-a97d-b6c68ff7082d,thermal,delay,150,,,,
2026-03-21T10:10:16.796253900+00:00,recovery,8a6de085-2a8d-4b8a-a97d-b6c68ff7082d,,,,thermal,44.5,false,
2026-03-21T10:11:16.599355400+00:00,inject,1907c9ec-56c3-4266-b7cc-8b6a074ddf9d,power,corrupt,200,,,,
2026-03-21T10:11:16.843957700+00:00,recovery,1907c9ec-56c3-4266-b7cc-8b6a074ddf9d,,,,power,44.2,false,
2026-03-21T10:19:27.319625100+00:00,inject,53d1d0f3-c243-47d2-9994-8d31c1425a42,power,corrupt,200,,,,
2026-03-21T10:19:27.604809+00:00,recovery,53d1d0f3-c243-47d2-9994-8d31c1425a42,,,,power,83.9,false,
2026-03-21T10:20:27.321837200+00:00,inject,acdf6bf4-93ea-4acf-8d5c-464ecca798a5,attitude,pause,150,,,,
2026-03-21T10:20:27.597049300+00:00,recovery,acdf6bf4-93ea-4acf-8d5c-464ecca798a5,,,,attitude,124.1,false,
2026-03-21T10:21:27.319966700+00:00,inject,a7f03620-e8e1-40bd-85ee-240070475b7a,thermal,delay,150,,,,
2026-03-21T10:21:27.490728300+00:00,recovery,a7f03620-e8e1-40bd-85ee-240070475b7a,,,,thermal,19.8,false,
2026-03-21T10:22:27.319967300+00:00,inject,064daf1c-2bda-4ee8-b117-51fd53a047c6,power,corrupt,200,,,,
2026-03-21T10:22:27.575644+00:00,recovery,064daf1c-2bda-4ee8-b117-51fd53a047c6,,,,power,54.7,false,
2026-03-21T10:23:27.320009600+00:00,inject,ed1c5db7-00f9-4326-9992-a317c62ee5de,attitude,pause,150,,,,
2026-03-21T10:23:27.549126+00:00,recovery,ed1c5db7-00f9-4326-9992-a317c62ee5de,,,,attitude,74.6,false,
2026-03-21T10:24:27.320032400+00:00,inject,8e027952-c016-4504-a1bf-544a5e26efe9,thermal,delay,150,,,,
2026-03-21T10:24:27.487038900+00:00,recovery,8e027952-c016-4504-a1bf-544a5e26efe9,,,,thermal,16.0,false,
2026-03-21T10:25:27.320058900+00:00,inject,c4fa656f-2d04-400c-8363-7c673ef9b237,power,corrupt,200,,,,
2026-03-21T10:25:27.567455300+00:00,recovery,c4fa656f-2d04-400c-8363-7c673ef9b237,,,,power,46.4,false,
2026-03-21T10:26:27.323024500+00:00,inject,2a3c3c2b-70a4-4e10-adca-2e4ca932effd,attitude,pause,150,,,,
2026-03-21T10:26:27.614869600+00:00,recovery,2a3c3c2b-70a4-4e10-adca-2e4ca932effd,,,,attitude,125.6,false,
2026-03-21T10:50:32.810255700+00:00,inject,7024a0a6-2ace-49ad-ab74-6955a76e2b52,power,corrupt,200,,,,
2026-03-21T10:50:33.097267700+00:00,recovery,7024a0a6-2ace-49ad-ab74-6955a76e2b52,,,,power,84.6,false,
2026-03-21T10:51:32.810708+00:00,inject,b52c8c3d-ce63-4c29-9e44-950c2b8fee2f,attitude,pause,150,,,,
2026-03-21T10:51:32.974174300+00:00,recovery,b52c8c3d-ce63-4c29-9e44-950c2b8fee2f,,,,attitude,12.5,false,
2026-03-21T10:52:32.810724+00:00,inject,96ddab71-45ff-40ed-90b5-790663aaa284,thermal,delay,150,,,,
2026-03-21T10:52:33.008631300+00:00,recovery,96ddab71-45ff-40ed-90b5-790663aaa284,,,,thermal,46.9,false,
2026-03-21T10:53:32.810753900+00:00,inject,64a4ed0c-6860-46ca-8044-801b6775e825,power,corrupt,200,,,,
2026-03-21T10:53:33.027233600+00:00,recovery,64a4ed0c-6860-46ca-8044-801b6775e825,,,,power,14.2,false,
2026-03-21T10:54:32.810763800+00:00,inject,af2f6219-29e3-4f7f-a5a5-8837e294d4d4,attitude,pause,150,,,,
2026-03-21T10:54:33.108548600+00:00,recovery,af2f6219-29e3-4f7f-a5a5-8837e294d4d4,,,,attitude,142.3,false,
2026-03-21T10:55:32.810786600+00:00,inject,b45245a1-b77d-43b3-8bba-2fb9626f989c,thermal,delay,150,,,,
2026-03-21T10:55:32.990146+00:00,recovery,b45245a1-b77d-43b3-8bba-2fb9626f989c,,,,thermal,28.4,false,
2026-03-21T10:56:32.810806500+00:00,inject,f9654e4e-b5a3-4ecb-b755-83d1e561dc1a,power,corrupt,200,,,,
2026-03-21T10:56:33.065904200+00:00,recovery,f9654e4e-b5a3-4ecb-b755-83d1e561dc1a,,,,power,54.1,false,
2026-03-21T10:57:32.810833300+00:00,inject,a1aa96f8-24d8-4005-8c0f-6888a6d156c2,attitude,pause,150,,,,
2026-03-21T10:57:33.018216+00:00,recovery,a1aa96f8-24d8-4005-8c0f-6888a6d156c2,,,,attitude,56.4,false,
2026-03-21T10:58:32.810846200+00:00,inject,7263dad2-b765-4671-8cc4-c39ba70b07bf,thermal,delay,150,,,,
2026-03-21T10:58:32.980853300+00:00,recovery,7263dad2-b765-4671-8cc4-c39ba70b07bf,,,,thermal,19.0,false,
2026-03-21T10:59:32.810862100+00:00,inject,347ca9ea-f44e-4423-80a8-b5d94125c537,power,corrupt,200,,,,
2026-03-21T10:59:33.021482800+00:00,recovery,347ca9ea-f44e-4423-80a8-b5d94125c537,,,,power,9.6,false,
2026-03-21T11:22:35.729819500+00:00,inject,acb63f05-40c4-45ba-9f3c-735071beda61,power,corrupt,200,,,,
2026-03-21T11:22:36.015727600+00:00,recovery,acb63f05-40c4-45ba-9f3c-735071beda61,,,,power,84.6,false,
2026-03-21T11:23:35.730193100+00:00,inject,035ab2aa-b315-4358-af70-5d3307a8119e,attitude,pause,150,,,,
2026-03-21T11:23:35.973414600+00:00,recovery,035ab2aa-b315-4358-af70-5d3307a8119e,,,,attitude,80.1,false,
2026-03-21T11:24:35.730183400+00:00,inject,3c0ce922-4dba-4e83-8c45-a6eae98b46f4,thermal,delay,150,,,,
2026-03-21T11:24:35.932785400+00:00,recovery,3c0ce922-4dba-4e83-8c45-a6eae98b46f4,,,,thermal,42.0,false,
2026-03-21T11:25:35.731321500+00:00,inject,f650a882-299b-4bdf-8526-b242d94c1cbe,power,corrupt,200,,,,
2026-03-21T11:25:36.445325+00:00,recovery,f650a882-299b-4bdf-8526-b242d94c1cbe,,,,power,489.2,true,
2026-03-21T12:29:53.934913400+00:00,inject,058c42c2-559f-4585-90ab-291f1f79d05f,power,corrupt,200,,,,
2026-03-21T12:29:54.231872800+00:00,recovery,058c42c2-559f-4585-90ab-291f1f79d05f,,,,power,94.2,false,
2026-03-21T12:30:53.934798600+00:00,inject,927e1717-b656-4b98-8f4f-4e46c772270f,attitude,pause,150,,,,
2026-03-21T12:30:54.090395400+00:00,recovery,927e1717-b656-4b98-8f4f-4e46c772270f,,,,attitude,1.3,false,
2026-03-21T12:31:53.931645600+00:00,inject,40fbe76a-abe9-4df3-adea-60892c3dcd8f,thermal,delay,150,,,,
2026-03-21T12:31:54.094006700+00:00,recovery,40fbe76a-abe9-4df3-adea-60892c3dcd8f,,,,thermal,11.4,false,
2026-03-21T12:32:53.938655+00:00,inject,ade1fe59-1ad2-4537-8d87-ce97656ba0b2,power,corrupt,200,,,,
2026-03-21T12:32:54.224717200+00:00,recovery,ade1fe59-1ad2-4537-8d87-ce97656ba0b2,,,,power,80.6,false,
2026-03-21T12:33:53.939659400+00:00,inject,9cab7c88-8dd6-4e4c-b84f-43361ab71d66,attitude,pause,150,,,,
2026-03-21T12:33:54.197934200+00:00,recovery,9cab7c88-8dd6-4e4c-b84f-43361ab71d66,,,,attitude,107.3,false,
2026-03-21T12:34:53.939663700+00:00,inject,e319dd5c-730e-42fa-8fc2-d7fa583d3237,thermal,delay,150,,,,
2026-03-21T12:34:54.124805100+00:00,recovery,e319dd5c-730e-42fa-8fc2-d7fa583d3237,,,,thermal,34.1,false,
2026-03-21T12:35:53.946526100+00:00,inject,4ca4ddc8-f395-4cb2-83d5-6f0dadab8d5a,power,corrupt,200,,,,
2026-03-21T12:35:54.155528400+00:00,recovery,4ca4ddc8-f395-4cb2-83d5-6f0dadab8d5a,,,,power,7.9,false,
2026-03-21T12:36:53.946672100+00:00,inject,8ca2fcf9-31cd-486d-b13d-b7529bdc5a68,attitude,pause,150,,,,
2026-03-21T12:36:54.236761700+00:00,recovery,8ca2fcf9-31cd-486d-b13d-b7529bdc5a68,,,,attitude,139.1,false,
2026-03-21T12:37:53.946664100+00:00,inject,997f4ffb-567a-4094-b807-c65bc3243f30,thermal,delay,150,,,,
2026-03-21T12:37:54.142200800+00:00,recovery,997f4ffb-567a-4094-b807-c65bc3243f30,,,,thermal,44.5,false,
2026-03-21T12:38:53.946684700+00:00,inject,4c0d494c-01df-4809-90c0-de105568d96d,power,corrupt,200,,,,
2026-03-21T12:38:54.202930800+00:00,recovery,4c0d494c-01df-4809-90c0-de105568d96d,,,,power,55.3,false,
2026-03-21T12:51:20.785775800+00:00,inject,6b498fc5-68d5-456f-9fa4-67c32750f8a1,power,corrupt,200,,,,
2026-03-21T12:51:21.081298+00:00,recovery,6b498fc5-68d5-456f-9fa4-67c32750f8a1,,,,power,93.3,false,
2026-03-21T12:52:20.785964700+00:00,inject,0fa81736-0468-46b1-abbe-9b254b13f04e,attitude,pause,150,,,,
